time,temperature_2m_max (°C),temperature_2m_min (°C),weather_code (wmo code),wind_speed_10m_max (km/h),cloud_cover_mean (%),relative_humidity_2m_mean (%),pressure_msl_mean (hPa),cloud_cover_max (%),dew_point_2m_mean (°C),temperature_2m_mean (°C),apparent_temperature_mean (°C),wind_speed_10m_mean (km/h)
2015-04-06,34.8,26.9,2,22.8,18,70,1007.2,79,23.3,29.8,33.1,18.7
2015-04-07,34.7,26.6,2,21.7,29,72,1008.1,75,23.9,29.7,33.5,18
2015-04-08,32.7,26.7,51,22.1,60,75,1009.8,97,24.1,29.2,33.3,15.7
2015-04-09,33,26.4,51,19.6,62,74,1010.3,95,23.9,29.1,33.5,13.2
2015-04-10,34,26.5,3,18.7,31,70,1010.6,94,22.9,29.4,33.2,14.1
2015-04-11,34.8,25.6,1,20.6,12,69,1010.8,39,22.4,29.2,32.4,16.5
2015-04-12,33.5,25.5,3,18.7,43,67,1012.3,99,21.9,29,32.4,12.4
2015-04-13,32,26.5,51,15.1,98,66,1012.3,100,21.3,28.5,31.6,9.9
2015-04-14,33.3,24.9,3,18.4,42,66,1010.7,93,20.9,28.4,31.6,10.9
2015-04-15,29.1,22.9,63,16.4,79,83,1011.3,100,22.5,25.8,29.7,9
2015-04-16,31.4,24.5,53,13,43,79,1011.9,68,23.3,27.3,32.3,6.2
2015-04-17,31.9,25.1,51,14.1,35,76,1010.2,55,23.3,28.3,33.1,7.5
2015-04-18,33,25.1,3,13.3,46,72,1008.3,88,22.7,28.6,33.3,8.1
2015-04-19,33.2,24.5,1,15.1,20,73,1008.5,44,23.1,28.8,33.3,9.3
2015-04-20,32.8,25.9,51,16.1,70,73,1010,100,23.6,29.1,33.6,10.5
2015-04-21,33,25.6,63,20,96,77,1010,100,24.2,29,33.5,13.4
2015-04-22,34.3,26.5,3,22.2,85,73,1008.9,100,24.1,29.9,34,16.6
2015-04-23,35.9,27.6,3,22,34,70,1008.6,80,24.3,30.8,34.8,18.3
2015-04-24,35.5,28,51,20.2,50,70,1009.4,99,24.5,30.9,35.5,14.4
2015-04-25,33.8,25.5,63,20,54,76,1008.9,100,24,28.9,32.9,15.7
2015-04-26,33,27.1,51,16,31,73,1009.6,77,23.8,29.4,33.7,13.5
2015-04-27,33.2,26.9,55,19.4,41,76,1010.5,96,24.3,29.1,33.9,12.1
2015-04-28,34.9,26,2,20.4,15,73,1009.8,50,23.8,29.7,33.9,15.6
2015-04-29,35.7,26.8,51,22.8,16,73,1009,79,24.3,30.2,33.9,19.8
2015-04-30,35.9,27.1,1,24.2,6,72,1009.1,25,24.4,30.5,34.4,19.6
2015-05-01,36.7,27.6,3,23.7,45,71,1008.2,100,24.7,30.9,35,19.5
2015-05-02,36.3,27.6,3,24.6,65,70,1007.8,98,24.4,30.9,34.8,19.5
2015-05-03,35.3,27.8,2,22.6,23,72,1008.1,63,24.7,30.6,35,17.3
2015-05-04,34,27.2,53,21.1,38,73,1008.9,87,24.1,29.9,34.3,14.2
2015-05-05,33.3,26.9,51,15.6,68,73,1008.5,98,24,29.8,34.7,9.7
2015-05-06,34.2,26.8,51,17.4,76,73,1007.6,100,24.1,29.9,34.5,12.2
2015-05-07,35,27.5,53,17,82,71,1008.2,100,24.3,30.4,35.4,11.5
2015-05-08,36.2,27.5,3,21.5,62,71,1007.2,98,24.8,31,35.9,14
2015-05-09,36.1,28,3,21,86,71,1005.7,100,24.8,31.1,35.6,16.8
2015-05-10,34.7,28.5,3,17.6,96,72,1006.1,100,25,30.9,35.7,14.3
2015-05-11,32.8,28.6,51,16.6,95,73,1007.8,100,24.8,30.1,34.7,14.1
2015-05-12,34.8,28,51,15.9,76,69,1007.8,100,24.1,30.8,35.7,10.6
2015-05-13,32.2,26.8,61,14.5,100,82,1007.6,100,24.7,28.1,33.2,9.6
2015-05-14,30,26,61,15.5,99,86,1008,100,24.7,27.3,32.4,9.7
2015-05-15,31.4,26,55,12.7,99,82,1008,100,24.9,28.3,33.8,8.6
2015-05-16,31.3,26.4,63,14.2,99,83,1006.7,100,24.6,27.9,33.1,9.6
2015-05-17,31.5,26.1,61,19.2,100,83,1005,100,24.8,28,32.7,13.4
2015-05-18,34,26,51,18.7,85,76,1004.8,100,24.8,29.8,34.3,15.2
2015-05-19,36,27.2,3,21.8,71,70,1004.8,100,24.8,31.2,35.5,18.4
2015-05-20,36.5,27.6,3,26.3,35,68,1004.8,91,24.7,31.6,35.9,18
2015-05-21,38,28.9,3,26.6,86,64,1004.6,100,25,33,36.7,23
2015-05-22,38,29.8,3,27.1,93,60,1004.7,100,24.1,33.3,36.5,21.7
2015-05-23,38.5,29.9,3,25,90,57,1004.6,100,23.6,33.5,36.7,20.4
2015-05-24,39.3,30,3,24.5,50,55,1004.8,90,23,33.7,37.1,18.2
2015-05-25,40,30.5,3,23,52,52,1004.5,99,22.2,34.1,37.2,16.9
2015-05-26,39,29.9,3,22.1,47,54,1005.1,94,22.2,33.6,36.6,16.7
2015-05-27,39,29.6,53,26.5,71,54,1005.1,100,22.3,33.1,35.6,19.9
2015-05-28,37.3,27.1,3,25.1,51,62,1003.9,100,23.2,32,35.7,16.2
2015-05-29,37.5,28.5,3,21.6,62,62,1004.1,88,23.7,32.4,36.3,16.3
2015-05-30,36.8,28.5,3,18.6,45,65,1005.2,95,23.9,31.6,36.2,13.6
2015-05-31,36.8,28.6,3,24.2,90,69,1004.2,100,24.9,31.7,35.9,19
2015-06-01,34,27.6,53,16.6,97,73,1004.8,100,24.5,30,35,10.5
2015-06-02,35.1,27.8,61,14,95,73,1005.6,100,24.6,30.4,35.9,8.6
2015-06-03,33.8,27.8,3,16.2,89,70,1005.2,100,24.1,30.4,35,11.5
2015-06-04,34.3,27.9,3,20.8,75,73,1005.7,96,24.8,30.5,34.9,17.3
2015-06-05,35.8,27.8,51,19.8,94,71,1006.4,100,24.6,30.8,35.2,16.5
2015-06-06,34.7,27.6,53,16.4,100,72,1005.8,100,24.8,30.6,35.5,13
2015-06-07,36,28.1,51,22.3,68,70,1005.3,99,24.7,31.2,35.3,18.7
2015-06-08,35.7,28.5,51,23.9,60,67,1005.9,97,24.1,31.2,35.3,16.1
2015-06-09,35,28.4,53,14.9,86,68,1006.6,99,23.8,30.8,35.4,10.8
2015-06-10,35.8,26.8,53,19.5,92,71,1005.5,100,24.3,30.5,35.1,14.2
2015-06-11,37,28,55,25.3,70,64,1004.6,100,23.6,31.8,35.5,17.1
2015-06-12,34.2,26.9,53,15.9,93,73,1005.7,100,24,29.6,34.2,11.5
2015-06-13,35.5,27.5,51,21.3,85,67,1004.8,100,23.5,30.9,34.8,14.4
2015-06-14,35.3,27.4,61,17.1,96,61,1004.1,100,22.3,31.1,34.7,11.8
2015-06-15,36,27.5,3,19.8,94,56,1003.6,100,20.9,31.2,33.9,13.6
2015-06-16,34.3,26.1,55,19.2,92,60,1003.4,100,21.5,30.5,32.8,15.7
2015-06-17,29,26.3,61,21.6,100,79,1002.7,100,23.3,27.3,30.5,17.1
2015-06-18,28.8,25.2,53,17.4,100,81,1003.1,100,23.1,26.7,30.3,13.3
2015-06-19,31,26.1,51,18.7,100,69,1002.8,100,22,28.4,31,15.8
2015-06-20,33,27.2,3,23.8,100,59,1002.2,100,20.6,29.6,31,19.1
2015-06-21,35.2,28.5,3,27.5,100,52,1002.5,100,20,31.2,32.1,20.1
2015-06-22,35.8,28.4,3,27.7,97,52,1003.7,100,20.4,31.7,32.9,20
2015-06-23,35.8,28.5,3,25.6,79,54,1004.9,100,21.4,32,33.9,19.3
2015-06-24,37,28.2,3,23.6,61,54,1005.7,99,21.3,32.3,34.2,18.8
2015-06-25,37,29,3,24.8,95,48,1005.1,100,20.2,32.7,34,18.9
2015-06-26,36.8,28.5,51,22.8,99,54,1004.3,100,21,31.8,33.6,18.4
2015-06-27,36.2,29,51,26.3,97,51,1004.6,100,20.4,32.1,33.5,18.5
2015-06-28,36.8,28.4,51,21.3,86,58,1006.4,100,21.7,31.5,34.2,16
2015-06-29,36,28.4,51,23.7,85,61,1007.9,100,22.4,31.4,34.5,15.3
2015-06-30,36.1,28.5,3,22.8,90,61,1007.7,100,22.6,31.5,35,13.3
2015-07-01,36.8,28.9,3,21.1,96,58,1008,100,22.2,32,35.2,14.6
2015-07-02,37.4,29,3,20.7,36,57,1008,90,22.1,32.5,35.8,14.1
2015-07-03,36.3,27.4,61,17.6,81,63,1007.8,100,22.7,31.4,35.1,13.1
2015-07-04,37.2,29.5,3,22,73,54,1006.8,99,21.7,32.6,35.6,14.5
2015-07-05,38.2,29.2,3,21.3,67,50,1004.8,100,20.5,32.9,35.2,15.4
2015-07-06,38.6,29.4,3,21.2,41,45,1004,84,19.1,33.2,35,14.4
2015-07-07,37.9,28.5,3,22.6,99,43,1003.8,100,18.1,32.8,33.8,16.6
2015-07-08,37.6,29.4,51,19.8,94,51,1004.5,100,20.7,32.8,35.3,14.1
2015-07-09,37.2,29.6,51,19.8,94,47,1005,100,20.2,33.2,35.1,15.4
2015-07-10,36.5,28.4,61,19.8,99,60,1003.5,100,22.3,31.6,34.4,16.6
2015-07-11,35.5,29,3,19.8,90,52,1004.4,100,20.6,32.1,34.2,14.8
2015-07-12,36.4,29.1,3,18.8,89,55,1004.8,100,21.5,32.1,35,13.7
2015-07-13,37.2,28,61,19.1,35,62,1004.1,82,22.8,31.5,35.3,14
2015-07-14,35.2,27.4,63,17.7,87,64,1003.3,100,23.2,31.1,35.3,10.8
2015-07-15,33.6,27.2,53,20,96,67,1002.6,100,23.2,30.2,34.3,10.1
2015-07-16,35.5,28.1,51,22.5,95,61,1001.6,100,22.2,31,34.2,14.1
2015-07-17,35.6,27.5,51,25.2,98,57,1002.3,100,21.4,31.3,33.9,14.7
2015-07-18,35.7,27.8,51,19.1,94,57,1003.5,100,21.4,31.4,34.1,14
2015-07-19,36.5,28.2,61,24.6,95,57,1003.8,100,21.4,31.1,33.3,17
2015-07-20,35,27.2,51,20.8,92,56,1003.2,100,20.5,30.8,32.6,15.7
2015-07-21,35.8,26.6,61,25.4,91,62,1003.6,100,22,30.4,33.3,14.8
2015-07-22,34.9,26.8,61,23.1,75,71,1004.6,100,23.4,29.6,33.3,16.1
2015-07-23,34.5,27.2,61,21.6,62,70,1006.1,94,23.4,29.6,33.2,16.6
2015-07-24,33.8,26,61,18.9,51,73,1007.1,98,23.8,29.4,33.5,14
2015-07-25,34.8,27.5,53,18.3,91,65,1006.7,100,22.4,30,33.4,14.2
2015-07-26,33.6,26.5,61,19.6,100,67,1007.1,100,22.3,29.2,32.2,14.6
2015-07-27,34.1,26,53,15.7,99,70,1008,100,22.7,29,32.7,11.2
2015-07-28,34.8,26.6,53,18.2,98,65,1008.3,100,22.2,29.8,33.3,12.3
2015-07-29,35.2,27.1,3,22.7,100,63,1007.6,100,22.1,30.4,33.5,15.5
2015-07-30,34.8,27.9,3,22.5,100,60,1007.4,100,21.6,30.8,33.8,14.2
2015-07-31,33.8,27.1,53,19.5,100,65,1007.2,100,22.4,30,33.1,14.6
2015-08-01,33.2,27.1,53,16.6,100,64,1008,100,22.2,30,33.6,10.5
2015-08-02,30.1,26.4,61,19.6,99,77,1008.2,100,23.4,27.9,31.6,14
2015-08-03,34.2,26.5,61,20.8,93,65,1006.6,100,22.2,29.9,32.8,15.9
2015-08-04,34,27.5,53,21.8,98,64,1006.4,100,22,29.9,32.9,14.1
2015-08-05,34.4,26.4,53,21.1,89,68,1005.9,100,22.6,29.5,32.8,14.8
2015-08-06,34.5,27.4,51,20.7,78,58,1004.9,100,21.1,30.7,33.2,14.5
2015-08-07,34.1,28,3,17,85,62,1004.6,100,22,30.5,33.6,13.6
2015-08-08,35.2,26.2,51,17.5,92,65,1004.5,100,22.6,30.5,34.4,10.7
2015-08-09,34.5,26.9,53,14.9,93,66,1002.9,100,22.8,30.4,34.3,11.1
2015-08-10,33.5,26.5,63,18.1,99,69,1002.7,100,23,29.8,33.9,10.2
2015-08-11,34,26.6,53,15.8,99,67,1004.5,100,22.7,29.9,33.7,11.2
2015-08-12,32.8,27,51,12.6,100,68,1005.6,100,22.6,29.4,33.4,8.1
2015-08-13,34.5,27.6,51,15.8,85,64,1005.5,100,22.6,30.4,34.2,11.5
2015-08-14,34.3,27.7,51,16.5,44,69,1005.8,63,23.6,30.3,34.9,11.1
2015-08-15,34.8,27.6,55,20,50,68,1006.6,96,23.5,30.4,34.6,13
2015-08-16,33.1,26.1,63,19.3,87,74,1008.2,99,23.7,29,33.4,11.6
2015-08-17,32.5,24.9,63,19.5,54,79,1007.6,97,24,28.3,33.1,11.1
2015-08-18,31.9,26.1,51,18.8,28,78,1008.4,70,24.3,28.8,33.2,14.2
2015-08-19,33,26.6,51,21.7,47,75,1009.1,94,24.1,29.2,33.1,17.4
2015-08-20,34.1,27.2,55,22.1,59,73,1008.8,95,24.4,29.9,34.1,16.7
2015-08-21,32.4,25.7,63,15.5,90,79,1008.9,100,24.6,28.8,34.3,8.4
2015-08-22,29.3,25.3,53,19.9,100,83,1007.7,100,23.9,27.2,31.5,12.2
2015-08-23,32,25,61,19.7,88,79,1007.1,100,23.8,27.9,31.7,14.7
2015-08-24,33,25.7,3,18.4,83,71,1007.5,100,23.1,29.2,33,13
2015-08-25,33.8,26.8,3,17.2,86,64,1006.5,100,22.1,30,33.7,11.3
2015-08-26,33.5,26.5,53,16.6,99,70,1005.3,100,23.2,29.6,33.4,13.4
2015-08-27,31.4,26.1,55,20.2,82,75,1005.4,100,23.5,28.6,32.7,12
2015-08-28,32.7,26.8,3,18.4,87,68,1006.4,99,22.5,29.3,32.7,13.2
2015-08-29,34.2,25.7,3,19.2,32,70,1006.1,95,23,29.6,33.6,13.6
2015-08-30,34.2,27,51,17.8,46,70,1006.9,84,23.7,30.1,34.5,12.3
2015-08-31,34,27,53,15.8,80,72,1007.8,97,24.1,30,34.9,10.7
2015-09-01,34.8,27.5,3,18.8,100,69,1006.7,100,23.7,30.4,34.5,14.8
2015-09-02,33.9,28,3,20.7,100,69,1006.5,100,23.7,30.4,34.7,12.8
2015-09-03,33,27.3,55,20.3,95,76,1008.2,100,24.7,29.6,34.1,14.5
2015-09-04,33.6,26.8,51,16.1,45,76,1010,84,24.6,29.5,34.3,13.3
2015-09-05,33,26.6,51,19.1,42,75,1010.7,98,24.3,29.4,34,13.5
2015-09-06,34.8,27.4,51,22.5,68,71,1009.8,100,23.9,30.1,33.5,19.7
2015-09-07,31.5,25.5,63,18.4,100,79,1010.1,100,23.7,27.8,32.3,10.7
2015-09-08,33,25.8,51,15.2,89,72,1009.4,100,22.9,28.9,32.6,13.5
2015-09-09,32.8,25.9,61,17.4,83,71,1008.9,100,22.9,29.1,32.9,12.3
2015-09-10,32.1,25.8,63,13.3,98,79,1008.6,100,23.9,28.1,33.3,6.9
2015-09-11,29.9,26,51,15.5,100,77,1007.8,100,23.3,27.8,32,10
2015-09-12,30.8,26.1,51,16.9,98,75,1007.6,100,23.1,28.3,32.4,10.2
2015-09-13,33.5,26,3,18.1,95,69,1007.8,100,22.5,29.4,33,12.7
2015-09-14,32.2,27.3,3,18,96,69,1006.7,100,22.7,29.2,32.7,13.1
2015-09-15,33.4,27.7,51,19.3,100,62,1005.3,100,21.4,29.6,31.8,16.2
2015-09-16,34.2,27.8,3,22,96,57,1003.5,100,21,30.6,32.9,16
2015-09-17,34.2,27.8,3,18.4,97,62,1003,100,22.1,30.3,33.4,14
2015-09-18,33.8,27.4,3,16.2,99,67,1004,100,23.1,30.3,34.3,11.9
2015-09-19,32,26.1,61,17.6,100,80,1005.3,100,24.4,28.3,33.5,8.6
2015-09-20,33.5,27,53,14.9,100,74,1005.4,100,24.5,29.9,35.2,9.1
2015-09-21,33.3,26.5,51,15.4,61,74,1006.8,100,24,29.4,34.4,10.1
2015-09-22,32.8,27,3,14.8,39,74,1007.6,83,24.1,29.7,34.3,12.7
2015-09-23,33.5,27.2,3,15.5,82,74,1009,99,24.6,29.9,34.8,12.8
2015-09-24,34.3,27,3,19.1,25,75,1008.4,98,24.6,29.9,34.5,15.3
2015-09-25,34.5,26.7,53,17.5,14,74,1007,50,24.4,29.8,34.7,12.7
2015-09-26,33.8,25.6,65,17,32,78,1007.1,59,24.4,29.1,34.6,8.8
2015-09-27,32.3,25.8,51,10.4,68,77,1007.5,100,24.2,28.8,34.3,6.2
2015-09-28,32.3,25,53,17.4,47,78,1007.1,90,23.6,28.1,32.8,9.6
2015-09-29,30.7,25.4,51,8.7,78,80,1007.5,100,23.8,27.7,32.8,6.2
2015-09-30,30.6,24.9,61,9.5,57,82,1009.2,100,23.6,27.2,32.6,4.9
2015-10-01,30.4,25,53,17.1,71,82,1010.1,100,24.1,27.6,32.3,10.9
2015-10-02,33.2,26,63,15.3,79,76,1010.7,100,24,28.9,33.4,11.9
2015-10-03,31.4,25.1,53,14.4,99,82,1010.7,100,24.5,28,33.2,8.8
2015-10-04,31.5,25.6,63,13.7,97,81,1009.9,100,24.3,28,32.8,9.7
2015-10-05,30.8,25.5,61,13.4,86,83,1009.4,100,24.1,27.4,32.4,7.6
2015-10-06,31.8,24.5,53,12.8,50,79,1008.3,99,23.5,27.7,32.7,7.5
2015-10-07,32.2,25.4,63,11.5,39,80,1008.4,80,24.3,28.4,33.6,8.8
2015-10-08,33.2,25.8,63,14.6,88,77,1008.7,97,24,28.6,33.5,10.2
2015-10-09,32.8,26.5,55,14.2,92,78,1008.5,100,24.3,28.8,33.6,11.4
2015-10-10,32.8,25.8,63,17.8,91,78,1009.2,100,24.5,28.9,34.1,9.9
2015-10-11,32,25.9,61,10.9,97,78,1010.5,100,24.2,28.6,34,6.7
2015-10-12,33.1,25.7,53,12.3,62,79,1011.2,100,24.3,28.6,34,8.4
2015-10-13,32.7,25.2,1,11.6,19,79,1011.2,49,23.8,28.2,33.2,9
2015-10-14,32.7,23.9,3,10.8,53,78,1011.7,85,23.1,27.8,32.5,8.4
2015-10-15,32,23.5,1,10.8,13,76,1011.5,33,22.8,27.7,32.2,8.6
2015-10-16,31.4,24.1,1,13.2,7,77,1011.8,30,22.9,27.7,32.3,7.5
2015-10-17,31.1,24.1,51,14.2,18,79,1012.1,35,23.4,27.7,32.4,7.9
2015-10-18,32,24.8,51,15.5,28,76,1012.7,52,23.5,28.3,32.9,9.5
2015-10-19,31.8,25.2,51,15.3,24,79,1012.2,64,24.1,28.3,33.5,8.1
2015-10-20,31.9,25.1,51,12.3,17,76,1010.7,31,23.7,28.5,33.7,6.7
2015-10-21,32.5,25.2,2,12.6,20,74,1010.2,53,23,28.3,33,7.4
2015-10-22,32.4,23.4,2,13.8,12,73,1011.2,62,21.9,27.7,31.7,8.1
2015-10-23,30.9,23.2,53,15.7,44,78,1011,87,23,27.3,31.6,9.1
2015-10-24,32,25,3,15.7,71,69,1010.7,98,21.5,28.1,31.4,11.6
2015-10-25,30.8,25.1,51,17.9,96,71,1011.7,100,21.9,27.8,30.9,12.5
2015-10-26,31.7,25.1,51,19,88,71,1012.1,100,22.1,28,31.2,13.5
2015-10-27,30.1,24.8,61,18.8,96,78,1011.8,100,23,27.3,30.8,13.8
2015-10-28,29.7,24,61,12.7,93,85,1012,100,23.5,26.4,30.9,8.8
2015-10-29,28.5,24.4,53,18.1,76,84,1011.3,99,23.5,26.4,30.5,12
2015-10-30,27.6,24.7,61,11.3,95,89,1010.3,100,23.9,25.9,30.9,6.6
2015-10-31,27.9,24.1,63,7.6,98,91,1010,100,23.9,25.6,30.8,5.1
2015-11-01,30,24.5,63,14,91,89,1011.3,100,24,26.1,30.8,9.8
2015-11-02,28.4,23.9,61,10.5,95,87,1012.4,100,23.4,25.9,30.7,6.3
2015-11-03,30.1,24.1,63,10.5,85,85,1012.2,98,23.8,26.7,32,5.2
2015-11-04,30.2,24.8,61,13.3,49,85,1011.4,99,24,26.9,32.1,7.6
2015-11-05,29.5,24.3,53,11.4,39,84,1011.1,63,23.6,26.7,31.4,8.4
2015-11-06,29.5,24.4,51,19.8,68,84,1010.4,98,23.7,26.7,30.9,11.9
2015-11-07,28.4,24.5,55,18.9,96,86,1011,100,23.8,26.3,30.3,13.5
2015-11-08,26,24.5,63,37.1,100,93,1009.9,100,23.9,25.1,27.3,26
2015-11-09,26,25,63,46.5,100,92,1004.4,100,24,25.4,26.7,33
2015-11-10,27.1,24.6,51,31.8,88,79,1005.6,100,21.7,25.7,27,24
2015-11-11,28,24.4,61,18.6,92,90,1009.7,100,23.7,25.5,29.6,12.4
2015-11-12,27.9,24.3,63,15.5,86,90,1011.8,100,23.9,25.7,30,12
2015-11-13,28,24.5,61,21.9,100,83,1012.3,100,22.6,25.9,28.6,17.9
2015-11-14,29.1,25,53,25.3,100,76,1010.4,100,21.9,26.7,29,18
2015-11-15,25.9,24.6,63,29.3,100,91,1008.6,100,23.6,25.3,28.1,20.4
2015-11-16,25.5,24.8,65,29.9,100,93,1006.6,100,23.9,25.1,28.5,18.1
2015-11-17,26.2,22.6,3,14.4,100,86,1007.5,100,21.7,24.2,27.2,12.2
2015-11-18,28.2,23.1,63,9.8,98,86,1009.1,100,22.7,25.2,29.7,6
2015-11-19,27.5,24.1,63,14.1,99,92,1010.6,100,23.7,25.1,30.1,6
2015-11-20,27.8,24,61,13.8,89,91,1011.1,100,23.7,25.3,29.9,9.4
2015-11-21,28,24,55,16.9,79,89,1011,100,23.7,25.7,29.7,13.6
2015-11-22,27,24.4,61,17.8,98,91,1011.1,100,23.8,25.4,29.4,13.7
2015-11-23,28.4,24.2,61,14.7,100,90,1012.2,100,23.8,25.5,29.9,11.2
2015-11-24,28.7,23.5,53,17.8,82,85,1012.5,100,23.1,25.9,30.1,10.6
2015-11-25,28.6,23.2,51,19.2,32,79,1012.1,53,22,26,29,13.6
2015-11-26,28.3,24.3,53,19.2,86,78,1011.9,98,21.9,26.1,29,14
2015-11-27,28.5,23,3,13.3,56,78,1011.1,100,21.6,25.9,29.3,10.7
2015-11-28,28.2,21.8,51,19,84,78,1012.8,100,21,25.2,28,11.6
2015-11-29,27.5,24.4,63,16.1,91,90,1013.2,100,23.6,25.3,29.2,13.6
2015-11-30,26.6,24.2,61,24.5,100,91,1013.6,100,23.4,25,28.5,15.4
2015-12-01,25.5,24,63,27.5,100,93,1011.9,100,23.5,24.7,27.7,18.9
2015-12-02,24.9,24,63,17.4,100,94,1012.2,100,23.2,24.3,28,13.6
2015-12-03,26.1,24.1,63,23.7,100,88,1011.9,100,23,25.1,27.7,19.9
2015-12-04,27.9,23.5,53,26.2,88,86,1011.8,100,22.9,25.5,28.1,19.4
2015-12-05,28.1,24.5,55,24.5,99,83,1012,100,22.8,25.8,28.3,19.6
2015-12-06,26.6,24.3,63,19.7,98,87,1012.6,100,23.1,25.5,28.5,17.2
2015-12-07,28.1,25,3,25.6,89,75,1013,100,21.5,26.2,27.9,20.7
2015-12-08,28,24.7,53,26.1,91,75,1013.5,100,21,25.9,27.6,18.9
2015-12-09,26.8,24,61,17.4,85,88,1013.6,100,23.1,25.2,28.8,13.8
2015-12-10,28,23.5,51,20.6,39,82,1013.6,100,22.2,25.6,28.6,14.6
2015-12-11,28.3,24,51,10.1,70,85,1012.3,100,23,25.7,30.1,7.3
2015-12-12,29,23.2,3,11.2,36,81,1011.4,87,22.3,25.9,29.7,8.9
2015-12-13,28.7,22,2,9.5,28,76,1011.7,74,20.4,25.3,28.7,5.7
2015-12-14,28.2,21.8,3,11.3,48,81,1012.4,92,21.5,25.1,28.5,8.5
2015-12-15,27.7,21.6,3,9.8,35,78,1012.6,90,20.3,24.4,27.4,7.7
2015-12-16,28.2,20.1,2,10,22,74,1013.3,61,19.4,24.4,27.1,6.2
2015-12-17,28,21.4,3,11.9,53,75,1013,81,20.1,24.9,27.8,7.3
2015-12-18,28.8,21.2,3,11.2,56,76,1013.5,98,20.9,25.6,28.8,8.5
2015-12-19,28.5,23,51,15.3,38,81,1015.3,93,21.8,25.6,29,10.3
2015-12-20,28.2,22,2,14.2,24,81,1015.2,61,21.3,25,28.3,9.8
2015-12-21,28.4,20.9,2,10.4,36,79,1014.9,59,20.5,24.6,28.1,5.8
2015-12-22,28.8,21.5,2,10.8,22,80,1015.4,58,21.2,25.1,28.7,6.5
2015-12-23,28.6,23.1,1,11.4,11,78,1015.5,21,21.3,25.5,28.9,8.9
2015-12-24,28.6,22,1,12.7,16,81,1014.6,49,21.6,25.3,28.7,9.4
2015-12-25,28.5,22.4,1,15.6,14,79,1014.6,39,21.3,25.3,28.5,10.7
2015-12-26,27.2,23,51,25.1,47,83,1015.1,90,21.6,24.8,26.9,17.6
2015-12-27,27.9,24.2,51,29.6,78,77,1016.3,99,21.2,25.6,26.9,22.5
2015-12-28,27.6,23.2,3,21.3,81,70,1017.8,100,19.3,25.1,26.2,17.3
2015-12-29,27.8,22.4,2,19.8,27,75,1016.5,61,19.7,24.7,26.5,14.1
2015-12-30,27.8,22.4,2,16.3,29,76,1015.4,56,20,24.6,26.9,11.9
2015-12-31,27.9,21.1,3,20.1,57,75,1016,100,19.6,24.5,26.3,13.8
2016-01-01,28,23.1,3,23.2,72,70,1017.3,96,19.1,25.2,26.3,16.5
2016-01-02,28,22.2,3,18.7,43,76,1017.5,93,19.9,24.6,26.4,14.4
2016-01-03,28.5,19.3,2,11.9,7,79,1016.3,58,19.7,24,26.6,9.3
2016-01-04,28.5,20.4,3,15.3,48,78,1016.3,100,19.9,24.5,27,10.5
2016-01-05,27.8,21.8,3,15.4,60,76,1015.8,98,19.8,24.6,26.7,12
2016-01-06,27.9,22.4,2,18.7,31,73,1015.6,66,19.4,24.8,26.6,13
2016-01-07,27.8,21.9,2,18.8,29,69,1016.4,76,18.5,24.7,26.2,12.8
2016-01-08,27.6,21.6,3,18.7,78,70,1016.4,100,18.5,24.4,25.8,13
2016-01-09,27.8,19.5,3,12.2,87,75,1014.7,100,18.4,23.4,25.4,8.8
2016-01-10,27.8,19.1,3,11.8,53,72,1015.7,100,17.6,23.3,25,8.4
2016-01-11,27.8,18.6,2,12.3,21,73,1015.9,57,17.8,23.3,25,8.7
2016-01-12,28,19.3,3,12.1,52,72,1014.4,98,17.7,23.5,25.4,7.8
2016-01-13,28.1,19.5,3,11.3,73,72,1013.7,100,18.2,23.8,26,7.5
2016-01-14,28,20.2,3,14.6,34,70,1013.9,100,17.9,24.1,26,9
2016-01-15,27.6,21.2,3,15.6,48,65,1013.4,100,16.7,24,24.9,10.3
2016-01-16,27.4,19.3,3,12.8,46,69,1012.7,97,16.9,23.3,24.6,9.6
2016-01-17,27.9,21,3,12.3,92,68,1012.4,100,17.7,24.1,25.9,8.2
2016-01-18,27.9,20.5,2,14.1,35,69,1011.7,71,18.3,24.6,26.4,9.3
2016-01-19,28.9,21.4,3,14.6,60,69,1011.6,86,19.1,25.5,27.5,9.8
2016-01-20,27.3,23.2,3,11.9,74,74,1012.5,100,20.4,25.4,28.3,7.9
2016-01-21,28.8,24.3,3,14.7,62,73,1013.4,100,20.6,25.9,28.8,9.1
2016-01-22,27.9,23.5,51,15.9,69,79,1014.1,96,21.3,25.4,28.2,12
2016-01-23,27.6,22.9,51,18.8,41,85,1015.2,74,22,24.8,27.6,15.3
2016-01-24,28.2,23.3,51,20.3,38,80,1015.5,58,21.6,25.5,28,16
2016-01-25,28.7,23,3,13.6,53,75,1014.4,90,20.5,25.5,28.3,10.9
2016-01-26,29,22.3,3,14.4,47,75,1013.9,90,20.3,25.3,28,10.4
2016-01-27,29.2,21.9,3,12.6,74,73,1013.8,95,19.7,25.1,28,7.8
2016-01-28,29.9,20.1,3,12.2,28,76,1013.7,94,19.9,24.8,27.9,7.2
2016-01-29,29.8,20.5,3,11.3,23,78,1014.7,80,20.3,24.8,28.1,7
2016-01-30,29.5,20,3,12.4,42,78,1014.7,100,20.1,24.5,27.7,7.1
